Rule,Severity,Title,File,Line,Category,Affected Endpoint,Auto-Fixed
D1-002,MEDIUM,Long method — mapCorvetVisResponseForNewFlow() is 47 lines,VISServiceImpl.java,681,D1,,NO
D1-002,MEDIUM,Long method — setVisCinCorvetResponse() is 33 lines,VISServiceImpl.java,738,D1,,NO
D1-002,MEDIUM,Long method — createResponseFromLpnData() is 33 lines,VISServiceImpl.java,878,D1,,NO
D1-001,MEDIUM,God class — 21 methods in ActiveContractsRequestParameter,ActiveContractsRequestParameter.java,0,D1,,NO
D7-001,LOW,Deprecated API — StringBuffer used in ActiveContractsRequestParameter,ActiveContractsRequestParameter.java,51,D7,,NO
D11-001,CRITICAL,Hardcoded credential — API_KEY in Constants,Constants.java,567,D11,,YES
D11-001,CRITICAL,Hardcoded credential — API_KEY_SPLIT in Constants,Constants.java,737,D11,,YES
D1-001,MEDIUM,God class — 54 methods in VinRequestParameter,VinRequestParameter.java,0,D1,,NO
D1-002,MEDIUM,Long method — getActiveContracts() is 68 lines,ActiveContractResource.java,71,D1,,NO
D1-003,LOW,Too many params — getActiveContracts() has 9 parameters,ActiveContractResource.java,71,D1,,NO
D7-001,LOW,Deprecated API — Date used in ActiveContractResource,ActiveContractResource.java,108,D7,,NO
D1-002,MEDIUM,Long method — getOVHealth() is 56 lines,HealthResource.java,96,D1,,NO
D1-002,MEDIUM,Long method — getSagaiWarrantyHealth() is 55 lines,HealthResource.java,159,D1,,NO
D1-002,MEDIUM,Long method — getContractsHealth() is 54 lines,HealthResource.java,221,D1,,NO
D1-002,MEDIUM,Long method — getErecaHealth() is 49 lines,HealthResource.java,282,D1,,NO
D1-002,MEDIUM,Long method — getCorvetHealth() is 62 lines,HealthResource.java,338,D1,,NO
D1-002,MEDIUM,Long method — getDaiHealth() is 82 lines,HealthResource.java,407,D1,,NO
D1-004,LOW,Magic number 6 in getDaiHealth(),HealthResource.java,433,D1,,NO
D1-002,MEDIUM,Long method — getCartellHealth() is 53 lines,HealthResource.java,496,D1,,NO
D1-002,MEDIUM,Long method — validateKType() is 40 lines,HealthResource.java,641,D1,,NO
D1-002,MEDIUM,Long method — validateFName() is 40 lines,HealthResource.java,694,D1,,NO
D7-001,LOW,Deprecated API — Date used in HealthResource,HealthResource.java,464,D7,,NO
D1-002,MEDIUM,Long method — getVins() is 179 lines,VehicleIdentificationNumberResource.java,112,D1,,NO
D1-003,LOW,Too many params — getVins() has 21 parameters,VehicleIdentificationNumberResource.java,112,D1,,NO
D1-004,LOW,Magic number 408 in getVins(),VehicleIdentificationNumberResource.java,243,D1,,NO
D1-002,MEDIUM,Long method — idToCheckValue() is 50 lines,VehicleIdentificationNumberResource.java,300,D1,,NO
D1-002,MEDIUM,Long method — getSagaiWarrantyContracts() is 59 lines,VehicleIdentificationNumberResource.java,469,D1,,NO
D1-003,LOW,Too many params — getSagaiWarrantyContracts() has 6 parameters,VehicleIdentificationNumberResource.java,469,D1,,NO
D1-002,MEDIUM,Long method — idToCheckValueForNewFlow() is 64 lines,VehicleIdentificationNumberResource.java,596,D1,,NO
D1-004,LOW,Magic number 408 in idToCheckValueForNewFlow(),VehicleIdentificationNumberResource.java,636,D1,,NO
D1-004,LOW,Magic number 406 in idToCheckValueForNewFlow(),VehicleIdentificationNumberResource.java,638,D1,,NO
D1-004,LOW,Magic number 406 in idToCheckValueForNewFlow(),VehicleIdentificationNumberResource.java,640,D1,,NO
D1-002,MEDIUM,Long method — doProcess() is 61 lines,ProcessIN02.java,36,D1,,NO
D3-001,MEDIUM,String concat in loop — doProcess(),ProcessIN02.java,46,D3,,NO
D1-002,MEDIUM,Long method — doProcess() is 38 lines,ProcessIN07.java,37,D1,,NO
D1-002,MEDIUM,Long method — getDetailMO() is 31 lines,ProcessIN07.java,83,D1,,NO
D1-002,MEDIUM,Long method — getDetailPR() is 38 lines,ProcessIN07.java,122,D1,,NO
D1-002,MEDIUM,Long method — doProcessVinVe01() is 122 lines,ProcessVe01.java,27,D1,,NO
D1-002,MEDIUM,Long method — callSagai() is 66 lines,SagaiMain.java,79,D1,,NO
D1-002,MEDIUM,Long method — callSagaiForDidc() is 38 lines,SagaiMain.java,167,D1,,NO
D1-002,MEDIUM,Long method — getHttpPostEntity() is 53 lines,SagaiMain.java,226,D1,,NO
D1-004,LOW,Magic number 3 in getHttpPostEntity(),SagaiMain.java,258,D1,,NO
D1-004,LOW,Magic number 3 in getHttpPostEntity(),SagaiMain.java,260,D1,,NO
D1-004,LOW,Magic number 9 in getHttpPostEntity(),SagaiMain.java,260,D1,,NO
D1-004,LOW,Magic number 9 in getHttpPostEntity(),SagaiMain.java,262,D1,,NO
D1-004,LOW,Magic number 17 in getHttpPostEntity(),SagaiMain.java,262,D1,,NO
D8-001,HIGH,Potential resource leak — Connection in callSagai(),SagaiMain.java,79,D8,,YES
D1-002,MEDIUM,Long method — getResponsefromSagai() is 40 lines,SagaiServiceCall.java,76,D1,,NO
D1-001,MEDIUM,God class — 42 methods in VinRequestParameter,VinRequestParameter.java,0,D1,,NO
D7-001,LOW,Deprecated API — Date used in CountryConstRangeResponse,CountryConstRangeResponse.java,62,D7,,NO
D1-001,MEDIUM,God class — 32 methods in EsaResponse,EsaResponse.java,0,D1,,NO
D1-001,MEDIUM,God class — 105 methods in LicensePlateJsonResponse,LicensePlateJsonResponse.java,0,D1,,NO
D1-001,MEDIUM,God class — 106 methods in PcdDataResponse,PcdDataResponse.java,0,D1,,NO
D1-001,MEDIUM,God class — 38 methods in RecallCampaignsOVResponse,RecallCampaignsOVResponse.java,0,D1,,NO
D1-001,MEDIUM,God class — 30 methods in SagaiLcdv,SagaiLcdv.java,0,D1,,NO
D1-001,MEDIUM,God class — 26 methods in ServiceDealerResponse,ServiceDealerResponse.java,0,D1,,NO
D1-001,MEDIUM,God class — 24 methods in ServiceHistoryResponse,ServiceHistoryResponse.java,0,D1,,NO
D1-001,MEDIUM,God class — 67 methods in VinCarResponse,VinCarResponse.java,0,D1,,NO
D7-001,LOW,Deprecated API — Date used in VinCarResponse,VinCarResponse.java,709,D7,,NO
D1-001,MEDIUM,God class — 46 methods in WarrantyClaimsResponse,WarrantyClaimsResponse.java,0,D1,,NO
D1-001,MEDIUM,God class — 60 methods in WarrantyResponse,WarrantyResponse.java,0,D1,,NO
D1-001,MEDIUM,God class — 24 methods in SagaiWarrantyContractJsonResponse,SagaiWarrantyContractJsonResponse.java,0,D1,,NO
D1-001,MEDIUM,God class — 34 methods in SagaiWarrantyContractListJsonResponse,SagaiWarrantyContractListJsonResponse.java,0,D1,,NO
D1-001,MEDIUM,God class — 52 methods in SagaiWarrantyProductsJsonResponse,SagaiWarrantyProductsJsonResponse.java,0,D1,,NO
D1-001,MEDIUM,God class — 36 methods in SagaiWarrantyQuantitiesJsonResponse,SagaiWarrantyQuantitiesJsonResponse.java,0,D1,,NO
